Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV31,OUT035,2846.32685899918
FDR04,OUT035,1597.4019690280045
FDR14,OUT049,885.2203061145597
DRC36,OUT010,466.2839263617742
FDE39,OUT019,295.5856634867847
FDP57,OUT049,1681.4939615978424
FDE57,OUT046,2300.043776117317
NCN18,OUT046,1803.1393787789877
NCQ05,OUT018,2097.7069858697555
FDW47,OUT035,2018.1349485249284
FDV46,OUT035,2322.793839697697
NCP29,OUT045,1000.3166715412917
FDE09,OUT018,1522.5056708566806
NCU06,OUT027,5863.796137055637
FDT19,OUT010,447.3906190194437
DRF15,OUT017,2417.616898680488
DRI51,OUT013,2756.6915285734617
NCX54,OUT013,1683.2816454740212
DRE01,OUT013,3999.888493342257
NCB07,OUT045,2868.996813643091
FDU50,OUT035,1898.736594725112
FDG40,OUT035,625.5677648492888
FDW10,OUT018,2612.1692463826994
FDX51,OUT013,3029.0272927474607
NCP17,OUT045,1008.8140467228491
FDP21,OUT035,3147.4596392268913
FDL04,OUT045,1574.5888243939628
FDV23,OUT013,1982.75326230394
FDF24,OUT046,1317.9177392920726
FDH56,OUT027,3111.8140114838857
FDB51,OUT049,950.294051456836
FDI58,OUT027,2597.9857571736534
FDR20,OUT013,725.1589961880334
FDC51,OUT018,1719.2739558455796
FDB16,OUT027,2391.186091328562
FDE40,OUT049,964.6627943241401
NCM17,OUT035,717.6266479568571
FDU56,OUT035,3106.0193205818314
FDS32,OUT019,312.51125670069666
FDX02,OUT049,3743.088503155355
FDT39,OUT027,4114.893079525844
FDE35,OUT017,888.7658106900257
NCI42,OUT019,514.590080684777
DRL23,OUT046,1713.7593125289172
FDA10,OUT046,2071.666797479733
FDA11,OUT013,1505.026903493124
NCM06,OUT046,2480.391299161839
NCT05,OUT035,4255.79836016032
NCQ02,OUT010,453.3363786889078
NCY06,OUT049,2137.7434592470445
FDY56,OUT035,4049.254112472996
FDL02,OUT035,1757.707207450817
NCI06,OUT035,3047.8644432827346
FDQ14,OUT045,2354.3770114817594
FDQ12,OUT017,3925.1398933547957
FDP36,OUT046,803.9234080849301
FDK21,OUT027,6033.404304136376
FDO40,OUT045,2454.0354640497617
NCK54,OUT019,295.7174301354055
FDY09,OUT018,2639.14823191204
NCW30,OUT049,3927.451082304447
NCC55,OUT027,1140.5624382977426
FDE58,OUT018,1721.658858522914
FDR39,OUT013,3068.067849042499
FDU28,OUT049,3233.381098956076
FDH08,OUT017,3942.495219344703
FDG35,OUT045,2918.303722108937
FDG22,OUT049,616.8927469840581
FDC34,OUT035,2740.718352398646
FDP15,OUT018,3547.6520629173815
FDK34,OUT010,571.4434104578212
FDU45,OUT035,1973.812038895853
FDQ04,OUT027,1153.2024284179831
FDX22,OUT018,3023.5781305701303
FDB45,OUT017,1664.5568865296916
NCH43,OUT027,5598.954025937043
DRE60,OUT046,3575.9386498850467
FDD17,OUT027,6011.599011272558
NCM54,OUT017,2101.39765214772
NCH55,OUT013,2055.7156219582785
NCT06,OUT017,2738.0693457352954
FDA48,OUT027,5706.0739583138875
FDY58,OUT027,5861.853229462576
FDO25,OUT045,3378.9309118038714
FDN50,OUT045,1521.711711729194
FDH35,OUT035,2842.589603300076
FDK09,OUT045,3748.2254806203873
FDO16,OUT013,1325.5153665189712
FDW11,OUT045,1019.5194370244552
FDU47,OUT027,3747.3762944326595
NCQ42,OUT010,282.1346549926339
FDK55,OUT027,2453.7133103316437
FDN08,OUT049,1906.672342099867
FDT57,OUT045,3802.3158002496
FDJ12,OUT018,3058.95113790434
DRL59,OUT017,812.9656863985089
NCN53,OUT046,638.5273564662042
FDO51,OUT010,120.05773609577999
FDK56,OUT017,3101.2726949238513
FDY12,OUT035,861.4578820028312
FDU15,OUT035,650.7487996862894
FDQ19,OUT046,3949.583476184453
DRF15,OUT045,2426.7107649893373
DRE25,OUT019,242.84692489705878
FDK57,OUT018,1768.0486878415215
FDD33,OUT010,559.7833383293596
FDR34,OUT027,5838.467900839822
FDU04,OUT045,1893.8413918832348
FDE35,OUT019,162.5594481136921
NCD31,OUT035,2878.923811552378
FDJ56,OUT035,1633.9679207687927
NCU53,OUT046,2575.447899906983
FDD39,OUT035,3738.3874168421066
NCU17,OUT019,265.7891475243142
FDJ20,OUT046,2135.5982170925777
NCW41,OUT018,2261.048399370211
FDL52,OUT035,665.9470483804878
FDS39,OUT035,2311.797201377397
DRJ47,OUT045,2807.6125131801646
FDP13,OUT010,109.0363124865597
DRK39,OUT010,186.88046116069717
FDF28,OUT010,256.8607248302918
FDB09,OUT045,1932.6090107704376
FDM51,OUT046,1664.2937763023212
DRM49,OUT018,590.2716586350399
DRF23,OUT013,2866.1233788211457
DRH01,OUT035,2921.172491899563
FDH12,OUT027,2848.984403304836
FDA28,OUT019,285.55744473097593
FDW37,OUT018,1302.120566847971
FDF02,OUT046,1721.5935576151765
DRL37,OUT046,721.3037643279542
NCF43,OUT046,2289.225050227502
FDH08,OUT010,547.4050759577425
FDR34,OUT019,545.7364993265184
NCK19,OUT049,3253.0188311545025
NCD55,OUT018,534.815081690513
FDT27,OUT049,3876.170048850684
FDQ57,OUT045,2397.298941400652
FDA47,OUT035,2743.6648024412784
DRG15,OUT027,1772.102125925551
FDE05,OUT018,2005.1679766303882
FDN46,OUT046,1694.4622679444356
FDX27,OUT027,2591.890507859028
FDT51,OUT045,1760.9654991577836
FDU33,OUT013,681.4840392832912
FDJ16,OUT027,1707.6503598277322
FDD20,OUT019,293.3742797178596
FDT36,OUT049,617.1350387351285
DRF15,OUT027,3917.6188364655204
FDN52,OUT010,186.347324603846
FDC22,OUT027,5028.501972493666
FDX15,OUT045,2582.343729786649
FDT13,OUT013,3122.358750754909
FDU04,OUT017,2022.1367929950982
FDU31,OUT019,515.0017581981226
FDW59,OUT027,2347.701638050454
NCO29,OUT046,2603.2996729955357
FDL15,OUT035,2547.1910948458844
FDI41,OUT049,2447.102093772529
FDQ48,OUT049,1610.311276933966
DRI39,OUT013,774.9211057007394
FDI08,OUT013,4286.444851861273
FDC21,OUT049,1734.5387652049612
FDF58,OUT035,1063.7365822615816
FDS08,OUT010,415.958124474364
FDE47,OUT045,1918.4818417509239
NCP18,OUT019,351.1863636431821
NCR41,OUT013,1552.323184644304
FDA27,OUT013,4190.16535569381
FDA43,OUT035,3157.566913529569
FDA49,OUT045,1384.7033599944223
NCE55,OUT018,2624.722016364436
DRM49,OUT027,1391.9567475378365
FDF22,OUT027,5531.891021325623
FDQ15,OUT018,1151.0422473163335
NCS54,OUT017,2962.033083186683
NCY05,OUT013,594.2252408791032
FDR45,OUT046,3805.3753306504414
FDK57,OUT049,2034.8152408662106
FDF41,OUT010,579.5973535412658
FDV21,OUT046,2135.241758956235
FDD51,OUT046,743.1797352968322
FDF33,OUT046,1800.9166630609066
FDA38,OUT046,3808.3878720461944
FDR56,OUT045,3033.5972426067074
NCN41,OUT017,2055.2490839892257
FDC60,OUT027,2488.929710952193
FDB47,OUT045,3275.383910825968
DRH01,OUT013,2847.1090600896964
FDW08,OUT046,1659.8551415684635
FDF38,OUT027,1235.5509528546097
FDY32,OUT017,2604.711107434542
FDG34,OUT049,1801.8633409870174
FDG47,OUT019,574.04566307011
NCF18,OUT035,3116.3256342021195
FDL39,OUT019,489.52144920935103
NCH55,OUT035,2083.8029363915803
DRJ35,OUT049,945.2563313067112
FDS44,OUT035,4089.6286555560073
DRE01,OUT018,3431.6646465899835
FDY39,OUT013,3105.758657219892
FDY32,OUT018,2361.608751185803
FDR33,OUT027,2949.161243248962
NCP50,OUT049,1295.93408143358
FDZ47,OUT018,1399.306596092675
FDU57,OUT049,2475.1249904270862
FDY44,OUT013,3004.675616720825
DRH59,OUT018,1061.121146213929
FDB03,OUT027,5903.410619273983
FDY46,OUT045,2830.1737550550843
FDM39,OUT045,2807.8575428832146
FDY36,OUT035,1277.3169514022914
NCM55,OUT035,3166.94086269575
FDJ50,OUT010,145.94700573202255
DRL60,OUT013,2366.331590899401
NCJ54,OUT049,3736.357669632082
FDX59,OUT017,590.674548133914
FDI07,OUT013,3041.5992110244533
DRF51,OUT010,113.98379982786561
FDM14,OUT017,1790.3137382560185
FDP21,OUT045,2997.552388422289
FDE40,OUT035,1086.8467299409533
FDE05,OUT035,2514.633007243002
FDM13,OUT027,3403.196869608775
FDC34,OUT027,4039.843269157681
NCI55,OUT018,1772.3947287131339
NCE43,OUT018,2517.4689842066578
FDW58,OUT018,1497.507659623748
FDG60,OUT045,3723.854506767402
FDV31,OUT017,2809.8710771275983
FDR47,OUT013,3060.4088099542114
FDM60,OUT019,110.14990969707891
NCF06,OUT018,3414.4200942554953
NCN26,OUT027,3044.23830931675
FDQ59,OUT049,1343.4386942849194
FDF09,OUT046,657.6951975346321
NCS06,OUT017,3893.689413601731
FDT44,OUT046,1967.3865608005044
FDI19,OUT017,4027.8998586476396
FDT22,OUT017,962.6447714932538
NCF54,OUT027,4590.085038483896
DRG25,OUT045,2858.430221825558
FDB59,OUT017,3197.0088008946523
FDQ37,OUT017,3184.61228177288
FDP56,OUT035,768.6856658209376
FDW44,OUT035,2852.6770704283695
FDJ26,OUT010,564.1063402272255
FDU43,OUT018,3331.783752268731
FDW33,OUT045,1596.5108330711687
NCX53,OUT027,3696.3534736247047
FDN56,OUT010,342.4035984862518
DRF15,OUT049,2410.7187480686243
FDO33,OUT017,1885.0724011653735
FDZ39,OUT010,226.9401435457835
NCJ19,OUT017,898.0614961477241
FDU01,OUT035,3186.069393802277
FDT12,OUT035,4019.6986895518826
NCM18,OUT018,840.4823231759921
FDP19,OUT017,2124.628105446523
NCR42,OUT049,616.8480750253343
FDN10,OUT046,2018.4803391562527
FDG44,OUT017,872.5307231191837
FDQ10,OUT046,2818.4204650460133
DRH13,OUT049,1674.0437067229855
FDT52,OUT013,4149.4332993996095
FDM56,OUT045,1692.119475323653
NCO43,OUT010,222.83692402329663
NCV29,OUT035,3015.7826365215383
NCF06,OUT013,4085.103303177951
FDO50,OUT035,1504.984552062732
FDT59,OUT013,3942.533825360601
FDX40,OUT027,1161.9455878152476
FDE50,OUT017,3170.2330450410536
FDX51,OUT017,3233.518715981663
NCD30,OUT018,1404.6082943212757
FDK15,OUT013,1622.57162194779
FDL12,OUT045,994.4022942224404
FDK46,OUT017,4124.125820250248
DRH49,OUT010,184.24885274713947
FDQ57,OUT046,2440.7953508225146
FDY59,OUT017,1557.6374938270114
FDO09,OUT018,3448.9815984003776
NCG30,OUT035,2065.416553511625
FDM09,OUT017,2809.9143562039367
NCN17,OUT027,2690.58085337044
NCS42,OUT013,1425.6533777125462
FDD02,OUT019,293.0936076010858
FDE34,OUT013,3109.422041377944
FDU38,OUT045,2928.590914127935
FDB33,OUT046,2591.547875467209
NCJ29,OUT017,1410.4700333305657
FDZ27,OUT035,757.2886162931628
FDI40,OUT013,1605.3550657931505
FDG22,OUT013,597.0947477487146
FDT51,OUT017,1843.9968867141108
FDF20,OUT018,2983.7470519531066
FDV50,OUT035,2018.8719303550868
FDT02,OUT049,637.7664137533786
DRC49,OUT017,2378.3694729471868
FDF26,OUT049,2422.7058435292142
FDV52,OUT035,1995.0951530143827
FDX59,OUT049,620.9642427791488
FDV25,OUT035,3850.792046866569
FDW23,OUT027,1127.9885768200838
FDE53,OUT018,1482.0503272644835
FDA19,OUT017,2135.5026666121175
FDH22,OUT046,2097.9737044162825
NCO41,OUT013,1568.22747702567
FDX12,OUT017,4114.013389910788
FDF17,OUT013,3071.5173114153667
FDS11,OUT045,3788.567172211669
FDR51,OUT035,2509.563708980713
FDT49,OUT010,238.4411973530436
FDC56,OUT013,1964.8094739764967
FDR13,OUT027,3040.6939718794565
FDQ60,OUT035,2028.4532752262874
FDN38,OUT049,3975.880189293068
NCL29,OUT013,2430.349957816066
FDO13,OUT027,4274.582868896815
FDE26,OUT018,1980.6200203137412
FDA31,OUT010,405.21904160094937
FDX14,OUT035,1299.3521348909035
FDA34,OUT045,2879.4612397491596
FDF26,OUT013,2412.2037529333934
FDE38,OUT045,2644.8920510534263
DRI11,OUT046,1876.5727789135497
FDQ60,OUT027,3062.5510318037345
FDL21,OUT027,1238.3601388329112
DRC12,OUT027,5237.939363798735
FDC47,OUT046,3624.333570552186
FDE57,OUT045,2219.411408961511
FDT14,OUT045,1930.055406653923
NCZ53,OUT046,3103.5887721002005
FDE28,OUT018,3325.0286536517124
FDR19,OUT035,2496.467987577442
NCF54,OUT019,416.7031661876016
FDZ08,OUT046,1348.69870317794
NCJ05,OUT018,2218.9503565854043
FDF59,OUT046,2107.727238625745
NCO05,OUT035,1706.522062681244
FDW24,OUT018,652.9116846494591
NCX42,OUT018,2490.854732960017
NCA53,OUT035,756.5879152310996
FDI45,OUT019,427.52729689361036
FDG46,OUT046,1945.945820724045
FDM20,OUT010,557.0971109860841
FDW11,OUT010,159.63736810403833
FDX08,OUT035,3002.5421334099788
NCK17,OUT035,688.4490053352248
FDK32,OUT018,2227.374267824432
NCA42,OUT035,2731.7338374790943
DRI01,OUT035,2952.8779805861254
NCL55,OUT049,4147.720112960977
DRE25,OUT018,1341.8611167256752
FDD14,OUT017,3088.0039397800265
FDB10,OUT046,3748.9816178193387
DRN11,OUT035,2459.662605394512
FDP38,OUT018,684.402447162206
NCA30,OUT017,3098.5469894813486
FDT15,OUT017,3145.3679450775176
NCP55,OUT018,762.227999350399
FDF12,OUT035,2456.269183188713
FDM21,OUT018,3425.566031416575
FDX56,OUT035,3537.6096137499685
FDF10,OUT017,2538.3724217721074
FDT32,OUT045,2990.6505479443067
FDM51,OUT018,1422.8688871268782
NCR50,OUT018,2267.709686313888
FDI19,OUT049,4007.3837983094395
FDX21,OUT017,1738.3849656198447
FDR31,OUT035,2498.3898744021335
FDY02,OUT013,4253.995072414909
NCA29,OUT045,2893.7072838347285
NCX17,OUT046,3687.6904445769455
FDM12,OUT045,3002.817090436954
FDI53,OUT027,4163.320301626617
NCU30,OUT049,2785.2335453298965
FDC56,OUT027,3281.2139028888632
FDK27,OUT018,1758.5164344466477
NCK18,OUT017,2766.889830366053
FDB52,OUT019,569.2309408180694
DRG25,OUT027,5163.106118853462
FDZ13,OUT049,869.6717205140894
FDB57,OUT019,528.3805733435406
FDR40,OUT046,1354.620288322093
NCO14,OUT019,119.8234423939016
NCN19,OUT045,2872.721542396706
FDQ28,OUT019,351.0291115222244
FDO13,OUT018,2363.2719407292684
FDK48,OUT013,1215.2982130491573
FDU07,OUT018,2214.746068154932
FDW20,OUT046,2128.5028936200856
FDV12,OUT010,205.51269479351689
FDH24,OUT013,2477.499619635205
FDV59,OUT049,3705.1201827571763
FDK57,OUT045,1886.86716291099
FDL16,OUT027,1294.9576403554847
NCQ17,OUT046,2442.5683658062785
FDJ15,OUT018,2785.4488817629376
FDX24,OUT049,1485.5855636802537
FDT47,OUT046,1582.9375534287146
FDT10,OUT049,968.1192842711353
FDZ37,OUT018,1251.5912773598238
FDW43,OUT027,5956.969043645002
DRN36,OUT017,1572.0736305531352
FDJ14,OUT045,1339.2943230988508
FDA32,OUT013,3551.8432179430024
FDJ38,OUT019,510.49192429372977
FDQ57,OUT017,2435.9858313246546
NCQ41,OUT019,481.7205613458116
FDG56,OUT049,953.7284049969953
DRC13,OUT027,3203.2134338304504
FDV55,OUT035,2476.654780561602
FDQ49,OUT045,2598.2389615026746
FDE29,OUT010,158.57943075282728
FDR03,OUT013,3331.3449962393624
FDD45,OUT049,1457.0103436212103
FDN38,OUT010,578.0902282769848
FDT56,OUT046,959.9144716156837
FDT48,OUT045,2951.0244385924875
FDU03,OUT049,3165.4525201833285
FDC56,OUT010,256.9386988061006
NCO43,OUT027,2634.5735619398665
FDQ27,OUT017,1754.708794204199
FDR03,OUT046,3447.770566319049
DRH23,OUT010,149.1129372572949
FDG22,OUT045,635.597522794318
NCJ42,OUT013,1659.734161439666
FDR24,OUT046,1442.048060347854
FDW60,OUT035,2990.663771992315
FDJ08,OUT013,3066.531752212144
DRL59,OUT018,699.4618011580883
FDG60,OUT010,566.1742604358874
FDW27,OUT017,2485.0451498787147
FDX14,OUT018,1114.2236128022205
FDC20,OUT013,789.5762482262389
NCS29,OUT018,3570.205278624299
FDJ56,OUT046,1605.3481093037904
FDB20,OUT019,203.44149730489426
FDL28,OUT027,5843.138345912339
FDW01,OUT018,2153.009165316141
FDL03,OUT046,3108.489860102433
FDX22,OUT049,3730.2389712228683
FDJ21,OUT035,2567.9632890989396
FDR31,OUT045,2497.5816828796806
FDG21,OUT035,2588.9063001223603
FDS22,OUT027,1272.2204557135422
FDK08,OUT035,1643.2273211056645
FDE17,OUT018,2195.829431553057
NCN30,OUT017,1593.0986786252847
FDT50,OUT046,1527.9196331234944
NCX42,OUT049,2777.244736045291
FDJ12,OUT035,3697.5674326821945
NCA18,OUT027,3084.7185080786708
FDP23,OUT019,530.1602878374115
FDX12,OUT013,4086.056214953162
FDN40,OUT018,2183.747736927152
FDV48,OUT035,1345.409630342916
NCY54,OUT013,2852.5465494281634
FDL16,OUT010,131.76568971694235
FDR45,OUT018,3259.62833217821
FDJ52,OUT046,2527.103930944859
DRG01,OUT017,1316.6147628354745
FDP52,OUT013,3928.335763684734
FDU58,OUT017,3164.733938115636
FDL02,OUT045,1625.6131494573656
FDG28,OUT013,4134.854851497865
FDA19,OUT035,2098.780530628439
FDW46,OUT027,1932.9016534311884
NCD43,OUT049,1685.8070054057143
DRG39,OUT013,738.1820708394915
NCF55,OUT049,631.3668413168978
FDJ07,OUT046,2000.8969303700862
FDE08,OUT046,2482.7125001894447
FDP56,OUT019,132.98543076834088
FDT45,OUT045,852.0648742376726
FDF17,OUT018,2917.0134672014065
FDX44,OUT046,1408.7222291542691
FDM28,OUT027,4942.215519226575
FDI36,OUT049,3230.734107994423
FDS07,OUT045,1797.2280472012687
FDD36,OUT045,1852.7732570056128
FDW11,OUT046,999.7831464398862
FDN40,OUT049,2437.284958994492
NCQ18,OUT049,1578.3738848529756
NCQ54,OUT017,2801.452474108064
NCS42,OUT045,1461.434864698787
DRH39,OUT010,176.44381115693506
FDC09,OUT027,2847.513040320091
FDT08,OUT010,355.27998978398466
FDC08,OUT035,4035.534671226996
FDT20,OUT017,625.1951809057962
FDS35,OUT035,1085.943865275856
FDX58,OUT018,2766.4263785418552
FDW58,OUT046,1742.6059093360864
DRD27,OUT046,1566.4226050064722
FDH32,OUT019,249.85306065104217
FDS26,OUT035,4278.624105217271
FDQ31,OUT046,1393.9151633172614
FDP11,OUT018,3226.9361278325932
FDD58,OUT017,1684.1972120630544
FDM33,OUT045,3496.066074738749
FDZ16,OUT049,3217.806052755721
NCS29,OUT010,586.1706095322597
NCM18,OUT019,171.12199885643201
FDP11,OUT049,3717.6417584883693
NCC42,OUT017,2299.008677521127
DRM23,OUT046,2739.213819324089
NCN55,OUT027,5984.046441998795
FDK46,OUT013,4199.992224273307
FDR01,OUT046,3177.8163396011705
NCA05,OUT045,2453.5094481367555
NCP43,OUT017,2953.8807476746615
FDR12,OUT010,435.71000383359745
FDQ01,OUT013,4077.2344730601717
FDM13,OUT046,2128.534954526578
FDQ19,OUT017,4176.661694254783
FDK56,OUT019,445.7118326200205
NCX06,OUT010,447.09559649804055
FDO56,OUT027,3216.5251488154568
FDU45,OUT045,1818.168964577815
FDI16,OUT019,145.72611547698682
FDL32,OUT046,1868.4306573416332
FDA07,OUT046,2148.560914579576
FDA14,OUT045,2347.8826186447423
FDV46,OUT027,3625.6859605880722
NCO07,OUT035,3712.3394891715225
NCP41,OUT046,1733.2394737265674
FDY60,OUT018,1927.331596030913
FDN38,OUT017,4052.6370664578253
FDO15,OUT046,1254.4889495567222
FDT60,OUT013,1978.8608858774749
FDA55,OUT035,4056.0633430797384
FDE02,OUT010,208.98939360969752
DRJ39,OUT049,3682.5354630079637
FDV34,OUT035,1325.71934106918
FDS20,OUT027,5198.191296357762
FDF02,OUT027,2784.3634043336556
FDW40,OUT017,2453.077148112979
NCB43,OUT046,3005.113181305954
FDR58,OUT017,1501.0856917367917
DRJ59,OUT035,685.3697725732502
NCD30,OUT017,1659.3473709848238
FDE14,OUT017,1654.6384664003324
FDC28,OUT018,1511.7760743838967
FDU16,OUT018,1203.4904982532282
NCD19,OUT035,910.4129007217764
FDU21,OUT046,633.1056050101174
FDV59,OUT027,5689.109496972083
FDU03,OUT045,2957.7784822836925
FDC33,OUT010,518.0601010855156
NCR42,OUT035,631.9780971846029
DRH59,OUT035,1321.2138500811852
NCM31,OUT035,2349.4716872585304
FDS50,OUT035,3838.8589949426464
FDP39,OUT046,852.0536101786053
FDQ55,OUT013,1929.1355226919293
FDV36,OUT019,296.08889732547675
FDI05,OUT027,2248.611640835766
FDS45,OUT027,2851.2056962387974
FDA39,OUT045,658.5969919511929
FDC37,OUT010,239.63910211406724
FDJ60,OUT027,4382.054619387077
DRQ35,OUT046,2068.0950005918535
NCJ06,OUT046,2064.4304783721896
NCY42,OUT018,2018.9479053752825
DRM37,OUT049,3223.654479088782
FDR14,OUT045,818.2607923180761
FDE51,OUT049,730.7620886435611
FDT33,OUT017,2724.146968753378
FDR08,OUT013,1779.3409410174647
FDE36,OUT010,402.98425512664676
FDL22,OUT019,246.99830762479576
FDR44,OUT013,2156.6405478780052
FDI56,OUT019,238.2264988852539
FDE47,OUT010,271.2761539788623
FDV27,OUT010,200.41043452931908
FDV10,OUT049,691.8736305914831
FDC40,OUT045,1293.786900152032
NCX41,OUT013,3422.8883907652616
NCQ38,OUT027,2738.5035840934042
FDV12,OUT027,2668.405519602937
FDE52,OUT017,1376.470646990322
FDG20,OUT027,4792.464166059846
FDV16,OUT027,1259.1203158349556
FDI32,OUT017,1870.3543001675491
FDJ32,OUT049,964.2840552727483
FDN39,OUT018,2556.1029119403033
FDY34,OUT017,2773.0320675516396
FDC14,OUT035,707.8832315925365
FDA55,OUT017,4110.136874573314
FDZ50,OUT010,511.08042080422405
DRG13,OUT049,2670.1234009867812
FDP01,OUT013,2464.8288189036957
NCG54,OUT017,2908.9363544089956
FDM13,OUT045,2018.9714795702373
NCO18,OUT027,4909.401590514211
NCW41,OUT013,2453.0716680186833
FDM52,OUT027,3797.1819703615183
NCF55,OUT035,639.9785937323539
FDT09,OUT046,2213.926560077832
NCM19,OUT035,1774.505322425778
FDW12,OUT018,2031.5772885328709
FDP15,OUT019,570.8306559816251
FDK36,OUT045,760.9151488954631
FDZ25,OUT035,2956.1789322628197
NCW06,OUT049,3207.088736149964
FDW60,OUT046,2946.913865076507
DRC49,OUT013,2392.352799692638
NCT17,OUT035,3159.735211655972
NCN06,OUT018,2442.940515330351
FDC45,OUT013,2735.498753628654
DRJ47,OUT019,419.2313274929839
NCF06,OUT045,3785.707239613056
FDE21,OUT010,255.24985525853788
DRG27,OUT013,642.3524789363631
FDW40,OUT049,2346.4502554946075
NCO53,OUT046,3007.192546416334
FDE23,OUT049,733.1960757413476
FDQ16,OUT046,1730.0479285637061
FDS26,OUT045,3983.1578912887144
FDZ13,OUT010,125.16143482836671
FDS14,OUT049,2422.942774842609
FDC10,OUT045,1868.1553698782786
FDY16,OUT049,3240.305168021325
FDJ20,OUT035,2127.579232223144
FDV43,OUT035,699.9380353695707
FDZ32,OUT027,2896.4748699113675
FDR23,OUT046,2746.6418717351216
FDN24,OUT035,853.9613982164013
FDE34,OUT027,4938.2266966380785
FDU31,OUT013,3562.2731897469203
FDW33,OUT018,1532.9359761856738
FDU26,OUT046,2005.7230929154096
FDE20,OUT027,4604.077681980139
NCW05,OUT035,1695.0898570270408
FDB22,OUT018,2201.4750146226124
FDO56,OUT046,1972.091528687048
FDA19,OUT027,3468.9284790047495
DRI39,OUT045,897.4121747300997
FDH52,OUT018,775.559302067198
FDZ50,OUT035,3202.4796927892457
NCN42,OUT035,2489.049673533657
FDB53,OUT013,2465.7512037855836
DRG11,OUT017,1755.2267564701826
DRK11,OUT027,3820.963000530373
FDQ60,OUT017,2054.5597109300415
FDT36,OUT017,595.0336539801484
DRG25,OUT018,2756.5934492753613
DRJ23,OUT046,3096.240693874929
FDG05,OUT035,2655.2237109135767
NCK06,OUT018,1781.0469245987854
FDU52,OUT017,2439.721928290299
FDW07,OUT018,1245.9378948461153
NCM17,OUT045,717.1889680405739
FDA22,OUT045,2736.536475457101
NCA41,OUT018,2874.306610599979
FDF38,OUT035,714.8718894079077
FDH52,OUT046,1029.7586656299288
FDY58,OUT019,541.3998473636532
FDZ16,OUT045,3032.326547908883
NCM18,OUT017,1011.5758568537796
FDA22,OUT018,2425.3010803578036
NCJ43,OUT035,3036.336978913133
FDI34,OUT027,5808.890775836004
FDG56,OUT046,1036.3448095912283
FDS34,OUT046,1972.5368415915357
DRC01,OUT035,825.9422953073246
FDQ04,OUT035,683.146289836262
FDK04,OUT035,945.2780922981717
FDT51,OUT049,1794.6547705286255
FDV26,OUT017,3278.6013830967504
FDS04,OUT049,2321.2704667716666
FDW43,OUT018,3212.816106937832
FDQ28,OUT010,365.8420724369508
NCK06,OUT017,2048.790986839938
FDS23,OUT018,1855.856911344495
FDZ36,OUT019,496.2270344798124
FDE56,OUT018,823.028879601772
FDW10,OUT027,4692.796379103318
NCN14,OUT045,2837.4828614551034
NCQ18,OUT045,1558.1703538274553
FDW08,OUT017,1693.9336713725058
FDU43,OUT035,4196.491390502117
FDR33,OUT010,249.55749873095817
FDM24,OUT010,360.207229367673
NCZ05,OUT046,1725.716143850806
NCV41,OUT035,1841.9822127834016
FDV11,OUT018,2683.9118315168803
NCY05,OUT035,655.7470721444296
FDV44,OUT018,2793.841382731262
FDW32,OUT049,1324.817157546761
NCU18,OUT027,3709.5434922427726
NCC43,OUT035,3920.899174228927
FDW19,OUT013,1773.960745881692
FDN31,OUT035,3161.1954387245087
FDI48,OUT045,805.8783868672081
FDS24,OUT017,1430.9396849939562
FDF46,OUT049,1917.0070558222505
DRG23,OUT017,2446.49906270704
FDG14,OUT018,2167.0508988377233
NCY30,OUT049,3094.107966662567
FDO28,OUT018,1766.1785906742725
DRD24,OUT035,2340.458045536036
FDI33,OUT049,1435.5779129868504
FDN32,OUT046,2989.7038234086835
FDR16,OUT045,3530.132410790682
FDF26,OUT046,2452.0397280014727
NCN29,OUT018,639.1086266873397
FDE20,OUT045,2801.9279267883917
FDA46,OUT046,3107.838008172113
FDU28,OUT045,2994.5996244223584
FDQ48,OUT045,1577.8909501863184
FDV36,OUT013,2072.267504833745
FDR14,OUT018,717.0015504306938
FDP23,OUT017,3818.179137655673
FDP56,OUT013,749.6327576645067
FDK48,OUT010,180.40753608995706
FDR48,OUT046,2420.4511118972077
NCY29,OUT049,902.9860571270041
FDM22,OUT018,707.5819848311128
DRJ01,OUT013,2526.283053116996
FDZ43,OUT045,4014.0633015467793
FDV03,OUT035,2597.16258559454
FDX11,OUT027,4866.597468303736
NCA41,OUT027,5289.467930323668
FDE38,OUT017,2659.7512488810444
FDI27,OUT018,585.589549513337
FDN32,OUT013,3053.2826759709674
NCN43,OUT017,2053.9693512224844
FDB47,OUT027,5442.58454510457
FDV03,OUT017,2501.211596243362
NCN30,OUT045,1558.820602113465
NCV54,OUT010,262.94171679644666
FDV07,OUT013,1697.9283339799313
FDP07,OUT049,3182.4612594714736
FDK48,OUT018,1061.4064018198494
FDM15,OUT019,347.71659762536655
FDY19,OUT027,3209.9619893723984
FDK46,OUT046,3942.7490017676687
FDY11,OUT045,1050.0006206668252
FDH09,OUT046,857.5967393182003
FDO08,OUT027,4498.260050131266
FDU14,OUT013,4238.280186535623
FDD22,OUT027,3031.039026277718
FDM27,OUT017,2555.757811477858
FDL02,OUT027,2819.1373749989975
NCA17,OUT035,2471.4890816381467
FDE38,OUT019,403.9503632640764
NCG07,OUT049,3237.969558899312
DRC27,OUT013,4174.35492943136
FDA27,OUT035,4236.671472519506
FDW40,OUT045,2333.0607568818364
